additives_n,nutrition_grade_fr,pnns_groups_1,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
1,e,Sugary snacks,2040,30.2,18.6,60.5,55.8,2.33,6.98,0.207,0.0814
4,e,Sugary snacks,2299,31.2,11.9,53.5,50.2,,10.2,0.762,0.3
3,e,Sugary snacks,2090,29.5,11.4,59.1,52.3,2.27,9.09,0.75,0.295
5,e,Sugary snacks,2289,20.7,12.5,58.1,51.7,3.4,3.6,0.7112,0.28
,a,unknown,1517,1.3,0.4,73,2.8,3,12,0.0254,0.01
1,a,unknown,363,3.6,0.8,1.04,0.8,,15.1,0.8,0.315
7,a,Fruits and vegetables,544,0,0,31,18,,1,0.0381,0.015
,c,Fruits and vegetables,1360,0,0,77.5,45,0,2.5,0.0953,0.0375
2,a,unknown,1643,11.1,3.5,68.9,1.1,3.6,9,0.45,0.177165354
0,e,Fat and sauces,3032,81.3,49.4,0.8,0.7,0.5,0.6,1.6002,0.63
1,d,Beverages,205,0.1,0.1,11.1,11.1,0.4,0.2,0.254,0.1
,b,Fat and sauces,262,0,0,12.5,0,0,6.25,1.27,0.5
,d,Fat and sauces,494,0,0,29.4,23.5,0,0,2.39,0.941
,e,Fat and sauces,3290,78.6,14.3,0,0,0,0,0.907,0.357
0,a,Fat and sauces,364,0.4,0.1,14.9,14.4,2,4.7,0.508,0.2
0,a,unknown,151,0.79,0,6.33,0.85,3.3,2.97,0,0
2,c,Fat and sauces,618,13.1,4.1,3.28,1.64,0,1.64,0.125,0.0492
2,d,Fat and sauces,754,16.4,8.2,3.28,1.64,0,3.28,1.71,0.672
3,c,Fat and sauces,268,1.6,0,11.2,9.6,0.8,2.4,0.691,0.272
0,c,Fat and sauces,268,2.8,0,8,5.6,1.6,1.6,1.04,0.408
0,d,Sugary snacks,1704,0.5,0.1,99,99,0.5,0.5,0.0100076,0.00394
0,a,unknown,938,1.3,0.3,43,2.5,5,7,1.24968,0.492
2,b,Cereals and potatoes,1490,7.14,0,71.4,3.57,10.7,10.7,1.45,0.571
6,b,Milk and dairy products,369,0.882,0.588,16.5,15.3,0.588,3.53,0.164,0.0647
0,b,Milk and dairy products,279,3.56,2.22,4.89,4.89,0,3.56,0.13,0.0511
,a,Milk and dairy products,222,0,0,9.73,6.19,1.77,3.54,0.146,0.0575
,e,Sugary snacks,2350,40.5,8.11,54.1,48.6,2.7,5.41,0.11,0.0432
0,a,unknown,547,9,2.5,0,0,0,12.6,0.39878,0.157
0,a,unknown,556,5.8,2.1,0.1,0.1,0,20.2,0.1524,0.06
6,d,Salty snacks,2172.322,33,9.6,52.7,2.6,2.7,4,1.50368,0.592
1,d,Sugary snacks,920,17,10,20,15,2,4,0.1016,0.04
0,d,Sugary snacks,2400,45,27.5,37.5,12.5,15,12.5,0.0953,0.0375
1,e,Sugary snacks,2975,33.2,20.1,56.6,55.1,,6.1,0.2032,0.08
,e,Sugary snacks,1990,32.5,17.5,57.5,42.5,2.5,7.5,0.0953,0.0375
1,e,Sugary snacks,1990,32.5,17.5,60,47.5,0,5,0,0
1,e,Sugary snacks,1990,32.5,17.5,60,47.5,0,5,0.318,0.125
0,d,Sugary snacks,2510,55,32.5,30,7.5,12.5,10,0.0635,0.025
1,e,Sugary snacks,2290,35.7,21.4,54.8,54.8,2.38,7.14,0.272,0.107
,e,Sugary snacks,2670,52.8,38.9,38.9,38.9,2.78,5.56,0.212,0.0833
1,e,Sugary snacks,2200,35,22.5,47.5,45,5,5,0.0953,0.0375
0,a,unknown,334,1.9,0.4,10.8,5.6,3.6,3,0.0254,0.01
1,e,Sugary snacks,2290,35.7,16.7,50,45.2,2.38,9.52,0.302,0.119
1,e,Sugary snacks,1990,32.5,17.5,60,47.5,0,5,0,0
0,d,Cereals and potatoes,2697,51.6,10,18.8,10.9,4.7,25.3,1.13,0.44488189
0,d,Cereals and potatoes,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
0,d,Sugary snacks,2679,52.2,10,16.6,9.4,3.8,25.6,0.85,0.334645669
0,d,Cereals and potatoes,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
,d,Cereals and potatoes,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
0,a,unknown,207,0.6,0.1,6.2,2.6,4,2.8,0.127,0.05
0,a,unknown,547,9,2.5,0,0,0,12.6,0.381,0.15
8,a,unknown,674,10.9,1.9,4.9,0.9,1.5,11.6,0.8001,0.315
0,d,Sugary snacks,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
,a,unknown,858,1.8,0.5,36,2.6,11,5.4,1.3,0.511811024
0,a,unknown,1482,2,0.5,69,2.9,6,11,0,0
1,d,Cereals and potatoes,1710,14.3,6.12,69.4,28.6,12.2,8.16,0.7,0.276
2,d,Cereals and potatoes,1670,0,0,88,12,0,8,1.42,0.56
2,d,Cereals and potatoes,1600,0,0,88.2,35.3,2.94,5.88,1.2,0.471
1,a,Cereals and potatoes,544,0.5,0,31,8,4,3,0,0
5,d,Cereals and potatoes,1590,3.45,1.72,89.7,41.4,10.3,3.45,1.18,0.466
,d,Cereals and potatoes,1590,3.45,1.72,86.2,34.5,10.3,34.5,1.31,0.517
0,a,unknown,59,0.5,0.1,1.7,1.7,0.9,0.8,0.01,0.003937008
1,d,Cereals and potatoes,1590,0,0,89.7,34.5,3.45,3.45,1.31,0.517
2,d,Cereals and potatoes,1480,0,0,87.1,29,9.68,6.45,1.56,0.613
3,c,Cereals and potatoes,1570,3.12,0,59.4,21.9,9.38,31.2,1.51,0.594
,a,unknown,355,0.5,0.1,12,0.4,3.8,6.3,0.58,0.228346457
0,a,unknown,157,0.6,0.4,4,4,,3.3,0.12,0.047244094
,a,unknown,171,0,0,10.7,8.2,1.64,0,0.0104,0.0041
0,a,unknown,293,0.3,0.1,8.8,4.7,5.5,5.2,0.18288,0.072
,c,Cereals and potatoes,1460,0,0,82.6,8.7,4.35,8.7,1.88,0.739
,e,Fish Meat Eggs,1490,21.4,7.14,14.3,0,,28.6,4.9,1.93
,c,Fat and sauces,1260,30,1.67,6.67,0,0,0,0.931,0.367
0,a,Fruits and vegetables,112,0.4,0.1,3.9,3.8,2.4,1.8,0,0
0,a,unknown,293,0.3,0.1,8.8,4.7,5.5,5.2,0.18288,0.072
0,a,Fruits and vegetables,272,0.1,0,15,12,0.1,0.4,0.254,0.1
3,e,Sugary snacks,2168,27.6,17.2,61.3,25.7,2,5.2,0.7,0.275590551
5,b,Sugary snacks,1881,17.2,1.6,60.5,18.8,10.9,7.6,0.1,0.039370079
0,e,Fat and sauces,2990,78.6,50,0,0,0,0,1.36,0.536
0,a,unknown,504,1.9,0.4,20.2,3.4,4.3,3.3,0.0127,0.005
0,d,Milk and dairy products,1050,21.4,14.3,0,0,0,14.3,0.816,0.321
,d,Sugary snacks,1690,3.78,3.78,93.2,75.6,0,0,0.064,0.0252
6,e,Sugary snacks,2070,21.2,11.8,70.5,63.5,2.35,4.7,0.179,0.0705
6,e,Sugary snacks,2160,25.9,10.6,58.8,49.4,2.35,9.41,0.119,0.047
5,e,Salty snacks,2090,24.1,16,62.4,8,2,7,2.032,0.8
1,b,Fat and sauces,606,12.9,1.61,9.68,0,6.45,3.23,1.23,0.484
5,d,Fat and sauces,837,16.7,1.67,10,10,0,0,2.37,0.933
1,d,Salty snacks,2475,44.2,9.2,23.8,14.6,6.7,22.4,0.6096,0.24
5,c,Fat and sauces,201,0.8,0,8,4.8,1.6,1.6,0.996,0.392
2,c,Fat and sauces,418,7.5,4.17,6.67,1.67,1.67,1.67,1.82,0.717
2,d,Fat and sauces,418,6.67,4.17,5,1.67,0,3.33,1.48,0.583
,d,Salty snacks,1950,20,0,73.3,6.67,0,6.67,1.52,0.6
0,c,Fruits and vegetables,1360,0,0,77.5,72.5,5,2.5,0.0635,0.025
1,c,Milk and dairy products,640,7.06,4.12,18.8,17.1,0,4.71,0.134,0.0529
4,d,Milk and dairy products,695,7.14,4.76,4.76,4.76,0,9.52,2.3,0.905
0,b,Fat and sauces,302,3.6,0.8,8,4.8,2.4,1.6,0.955,0.376
0,d,Cereals and potatoes,2620,50,9.38,15.6,6.25,6.25,21.9,0.0794,0.0312
4,c,Cereals and potatoes,1620,3.23,0,83.9,25.8,6.45,6.45,1.02,0.403
3,e,Sugary snacks,2140,27.9,25.6,62.8,60.5,0,6.98,0.266,0.105
0,a,unknown,157,0.6,0.4,4,4,,3.3,0.12,0.047244094
2,a,Cereals and potatoes,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
,d,Fat and sauces,494,0,0,23.5,23.5,0,0,2.39,0.941
0,a,Milk and dairy products,240,0,0,4.41,3.96,0.441,10.1,0.101,0.0396
0,a,unknown,243,1.5,1,6.3,6.3,,4.7,0.13,0.051181102
0,d,Beverages,685,16,16,3.5,3.5,0,3.5,0.18542,0.073
0,a,unknown,376,1.3,0.3,17,6.9,4.2,2.3,0.1778,0.07
,a,unknown,485,1.7,0.8,0.1,0.1,0.1,24.9,0.9144,0.36
0,a,Fruits and vegetables,329,0,0,18.6,13.6,4.29,0.714,0.0181,0.00714
0,a,Fruits and vegetables,359,0,0,21.4,18.6,2.14,0.714,0.00907,0.00357
2,d,Sugary snacks,1460,0,0,85,40,,2.5,0.127,0.05
1,b,Fish Meat Eggs,373,1.79,0,0,0,0,19.6,1.5,0.589
0,a,unknown,44,0.3,0.2,0.6,0.5,1.6,0.6,0.0254,0.01
0,d,Salty snacks,2540,53.6,7.14,21.4,3.57,7.14,17.9,0.998,0.393
,a,Milk and dairy products,279,0,0,8,6,0.667,8,0.0762,0.03
1,c,Fat and sauces,290.6,3.9,0.8,4.3,0.9,2.7,4.2,2.794,1.1
6,d,Salty snacks,1810,13.3,1.67,73.3,0,3.33,10,2.12,0.833
5,b,Beverages,52.5,1.04,0,0.833,0,0.417,0.417,0.191,0.075
1,a,unknown,294,0.1,0,8.3,0,5.1,6.4,0.0508,0.02
2,e,Beverages,194,0,0,11.8,10.1,,0,0.0161,0.00633
0,a,unknown,561,4.5,0.3,20.1,1,2.3,2,0.4826,0.19
,d,Milk and dairy products,695,7.14,4.76,4.76,4.76,0,9.52,2.3,0.905
0,a,unknown,934,7.1,0.6,35.4,11.6,,4.1,0.6477,0.255
10,c,Cereals and potatoes,1900,18.8,9.38,59.4,3.12,3.12,10.9,0.00508,0.002
1,a,Milk and dairy products,244,1.04,0.625,8.33,7.5,0,3.33,0.191,0.075
1,b,Milk and dairy products,263,1.09,0.725,8.21,7.73,0,4.59,0.233,0.0918
7,c,Sugary snacks,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
0,a,unknown,460,0.7,0.2,3,0.1,,22.5,0.26924,0.106
0,a,unknown,528,2.9,0.5,15,0.2,5.8,7,0.29718,0.117
0,a,unknown,1479,2.4,0.5,66,2.7,7,12.5,0.016,0.006299213
,a,unknown,191,0.8,0.5,5.7,5.7,0,4,0.1,0.039370079
0,a,Composite foods,264,2.9,0.4,7.3,1.6,1.6,2,0.762,0.3
0,b,Composite foods,541,5.5,2.7,15,2.4,1.6,5.5,0.762,0.3
4,a,unknown,1420,1.3,0.2,69.4,1.5,3,9.9,0.70104,0.276
0,c,Composite foods,510,4.2,0,18,2.8,1.8,3.8,1.524,0.6
0,a,Composite foods,450,1.9,0.2,18,2.7,1.9,4.7,0.2,0.078740157
1,d,Milk and dairy products,791,13,12,16,13,2.1,2.1,0.24,0.094488189
9,d,Cereals and potatoes,1700,3.12,0,87.5,46.9,3.12,6.25,1.19,0.469
0,a,Sugary snacks,795,15,3.5,7,2,2,7,0.1397,0.055
0,a,Fruits and vegetables,57,0.5,0.1,1.3,1.3,1.3,1.2,0.0199898,0.00787
0,d,Milk and dairy products,1640,32.1,17.9,3.57,0,0,25,1.18,0.464
,d,Sugary snacks,1200,0,0,81,76.2,,0,0,0
2,a,unknown,1440,1.3,0.2,70.4,1.5,3.1,10,0,0
4,d,Sugary snacks,1298,9.5,4.2,59.4,48.3,4.2,3.3,0.28956,0.114
,a,unknown,283,0.6,0.2,10.4,8.8,4.8,2.7,0.508,0.2
0,a,unknown,1573,3.5,0.8,70,6,3,13.5,0.064,0.02519685
0,a,unknown,399,0.8,0.1,12.7,0.6,6.4,6,0.8382,0.33
0,a,unknown,485,0.6,0.1,17.1,2.6,5,7.9,0.7366,0.29
2,a,unknown,333,2.1,1.5,11.7,11.7,3,3.3,0.1524,0.06
0,a,Fruits and vegetables,139,1,0.1,3,2.6,3.4,3,0,0
2,d,Sugary snacks,1139,0,0,67,67,,0,0,0
1,d,Sugary snacks,1139,0,0,67,67,0,0,0,0
1,d,Sugary snacks,1139,0,0,67,67,,0,0,0
1,d,Sugary snacks,1139,0,0,67,67,,0,0,0
3,a,unknown,247,0.11,0.05,9.3,8.8,0.44,4.8,0.1778,0.07
,d,Sugary snacks,1390,0,0,76.7,46.7,6.67,3.33,1.1,0.433
0,a,unknown,175,0.1,0.04,5.8,5.8,0,4.3,0.1524,0.06
4,e,Sugary snacks,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
3,d,Sugary snacks,1890,16.1,3.23,71,22.6,6.45,6.45,0.737,0.29
0,c,Salty snacks,1790,14.3,1.79,71.4,0,10.7,10.7,1.45,0.571
2,c,Salty snacks,1790,14.3,1.79,71.4,0,10.7,10.7,1.22,0.482
0,b,Salty snacks,1790,14.3,1.79,71.4,0,10.7,10.7,1.09,0.429
5,c,Sugary snacks,1920,16,1,70,22,6,8,1.12,0.44
6,c,Sugary snacks,1480,6.45,0,71,38.7,6.45,3.23,0.901,0.355
3,e,Salty snacks,2090,28.1,6.25,62.5,6.25,0,6.25,1.67,0.656
3,e,Salty snacks,2090,28.1,6.25,62.5,6.25,0,6.25,1.67,0.656
,c,Salty snacks,1810,15,5,70,0,3.33,10,1.35,0.533
2,a,unknown,659,0.2,0.1,18.7,18.7,34.7,3.3,0.254,0.1
0,a,unknown,484,0.2,0.1,3.1,3.1,34.1,7.8,0.762,0.3
4,e,Sugary snacks,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
3,e,Sugary snacks,1970,20.6,5.88,70.6,35.3,0,2.94,0.896,0.353
,c,Salty snacks,1790,10.7,0,78.6,0,7.14,7.14,1.63,0.643
4,d,Sugary snacks,1980,19.3,6.14,71.9,40.4,3.51,3.51,1.07,0.421
4,e,Sugary snacks,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
4,e,Sugary snacks,2050,20.8,4.72,69.8,32.1,1.89,7.55,0.958,0.377
7,d,Fish Meat Eggs,458,3.12,0.781,0,0,0,18.8,2.34,0.922
1,a,unknown,324,2.2,0.2,11,4,0.8,2.9,0.0762,0.03
7,e,Fish Meat Eggs,1200,25,8.93,3.57,0,0,10.7,2.27,0.893
1,d,Beverages,745,17,12,5.6,1,0.2,2.1,0.0381,0.015
0,a,unknown,1563,2,0.4,73,3,3.4,13,0.0508,0.02
0,e,Beverages,3180,60,44,32,12,0,12,0.142,0.056
1,a,unknown,1503,3.4,0.41,66.2,5.2,4.6,12.7,1.00076,0.394
0,a,Fruits and vegetables,83,0.3,0,3.2,3.2,0,1,0,0
0,d,Milk and dairy products,1250,25,17,0.1,0,0,19,1.27,0.5
,d,Cereals and potatoes,2750,53.1,9.38,18.8,9.38,6.25,25,1.11,0.438
0,a,unknown,370,2,0.4,73,3,3.4,13.2,0.100076,0.0394
0,a,Fruits and vegetables,97,0.5,0.1,3.1,3.1,1.4,1.5,0.03,0.011811024
0,a,unknown,1177,1.4,0.2,44.1,2.5,15.7,22.1,0.04572,0.018
0,a,Cereals and potatoes,1460,1,0.2,75.8,0.2,1.9,7,0,0
0,e,Beverages,204,0.1,0.1,11.3,11.3,0.1,0.2,0.100076,0.0394
1,a,unknown,194,0.9,0.1,6.2,2.1,2.6,2.1,0.14732,0.058
0,a,unknown,135,0.1,0.04,5.9,1,1.7,1.1,0.014224,0.0056
1,a,unknown,336,2.5,0.8,9.8,2.1,1.4,3.8,0.28,0.11023622
1,d,Milk and dairy products,1630,27.8,16.7,0,0,0,27.8,0.494,0.194
0,a,unknown,133,0.1,0.02,5.5,0.8,2.1,1.1,0.05,0.019685039
0,a,unknown,169,0.1,0.04,7.9,2.1,1.6,1,0.00508,0.002
0,d,Milk and dairy products,1640,28.6,17.9,3.57,0,0,32.1,0.544,0.214
2,a,unknown,258,2.1,0.5,8.7,2.3,0.9,1.7,0.18288,0.072
5,d,Sugary snacks,1472,10.9,6.8,55.3,20.5,1.8,6.7,1.35,0.531496063
2,a,Cereals and potatoes,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
2,a,unknown,262,2.2,0.5,8.7,2.9,0.9,1.7,0.16,0.062992126
4,a,unknown,337,2.7,0.4,10.7,3.3,1,2.1,0.2286,0.09
2,a,unknown,306,2.3,0.7,9.7,2.3,1.3,2.5,0.35814,0.141
1,e,Fat and sauces,2900,76.9,11.5,0,0,0,0,1.76,0.692
11,d,Milk and dairy products,924,13.2,8.82,25,20.6,0,2.94,0.131,0.0515
5,a,unknown,332,2.3,0.52,11.3,3.97,1.71,2.4,0.29464,0.116
3,c,Beverages,192,0,0,10.8,9.17,,0.833,0,0
2,d,Beverages,192,0,0,10.8,9.17,0,0.833,0.476,0.188
1,a,unknown,297,2,0.7,9.3,1.6,1.7,3.1,0.38,0.149606299
0,e,Fat and sauces,3002,80.5,44,0.7,0.7,0,0.7,1.8,0.708661417
0,d,Fruits and vegetables,1360,5,0,80,60,5,2.5,1.91,0.75
1,a,unknown,262,1.8,0.72,8.3,1.47,1.67,2.3,0.37846,0.149
0,d,Sugary snacks,1200,0,0,81,76.2,,0,0,0
0,c,Salty snacks,2494,48.8,6.9,11.4,6.6,9.4,24.7,0,0
1,a,unknown,260,2,0.24,7.9,1.8,1.57,2.3,0.37846,0.149
1,a,unknown,273,2.3,0.5,7.8,1.24,1.6,2.6,0.2794,0.11
0,d,Fat and sauces,3075,82.5,49.5,0.7,0.7,0,0.7,0.0254,0.01
1,a,unknown,280,1.8,0.3,9.7,1.1,0.8,2.7,0.37,0.145669291
5,e,Sugary snacks,1760,23.7,10.5,57.9,31.6,0,5.26,1,0.395
2,a,unknown,313,2,0.31,10.7,2.26,1.26,2.7,0.34544,0.136
0,e,Beverages,174,0,0,12.9,12.1,0,0,0.0159,0.00625
2,a,unknown,271,1.9,0.2,8.5,1.44,1.59,2.5,0.381,0.15
2,a,unknown,293,2.2,0.5,9.4,2,1.5,2.5,0.24,0.094488189
0,e,Beverages,192,0,0,10.8,10.4,0,0,0.0265,0.0104
3,c,Composite foods,314,0,0,16.7,10,0.833,1.67,1.02,0.4
2,a,unknown,297,2.2,0.5,9.7,2.5,1.5,2.4,0.36,0.141732283
,c,Composite foods,209,1.67,0.417,6.67,2.5,0.833,2.5,1.88,0.742
1,c,Composite foods,348,5,0.833,7.5,0.833,1.67,0.833,1.84,0.725
,c,Composite foods,314,0.833,0.417,12.5,1.67,2.5,3.33,1.88,0.742
,b,Composite foods,558,2.5,0.833,21.7,3.33,6.67,5.83,1.84,0.725
2,b,Beverages,86.2,0,0,4.12,2.65,0.882,0.588,0.687,0.271
,c,Composite foods,418,6.67,2.08,8.33,0.833,1.67,1.67,1.84,0.725
2,b,Beverages,20.8,0,0,4.17,2.92,0.833,0.833,0.688,0.271
5,c,Composite foods,209,2.08,0.417,7.5,0,0.833,0.833,1.59,0.625
,c,Composite foods,244,2.08,0.417,7.5,0.833,0,1.67,1.59,0.625
,b,Beverages,86.2,0,0,4.12,2.65,0.882,0.588,0.687,0.271
1,a,unknown,285,1.8,0.7,9.4,1.6,1.2,2.7,0.38,0.149606299
4,b,Beverages,87.1,0,0,5.42,4.17,0,0,0.122,0.0479
6,d,Fat and sauces,558,11.7,5.83,5,1.67,0,1.67,1.65,0.65
4,c,Milk and dairy products,488,10,5,5,1.67,0,1.67,1.57,0.617
2,a,Cereals and potatoes,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
1,a,Composite foods,619,6,2,17.6,2.9,4.3,6,0.81788,0.322
1,a,unknown,348,2.4,0.3,10.7,2.43,1.18,4,0.381,0.15
,a,Fish Meat Eggs,259,0.442,0,0,0,0,13.3,0.36,0.142
2,b,Milk and dairy products,345,1.47,0.882,14.1,11.8,0,4.12,0.112,0.0441
,b,Fruits and vegetables,662,12.5,6.67,10,1.67,1.67,2.5,0.699,0.275
,d,Cereals and potatoes,2620,50,7.81,18.8,3.12,6.25,21.9,0.714,0.281
0,a,Cereals and potatoes,795,16,2.5,8,3,2,7,0.3429,0.135
0,d,Sugary snacks,2410,48.5,9.09,24.2,9.09,6.06,21.2,0.616,0.242
0,d,Sugary snacks,2480,50,7.81,25,9.38,6.25,21.9,1.07,0.422
0,d,Sugary snacks,2410,48.5,9.09,24.2,9.09,6.06,21.2,0.616,0.242
0,d,Cereals and potatoes,2620,50,7.81,18.8,3.12,6.25,25,0.833,0.328
3,d,Fish Meat Eggs,915,16.4,5.8,0.7,0.1,0,17.4,2.10058,0.827
0,d,Cereals and potatoes,2350,50,9.38,18.8,9.38,6.25,25,0.516,0.203
1,a,unknown,194,0.9,0.1,6.2,2.1,2.6,2.1,0.15,0.059055118
0,a,Cereals and potatoes,1498,2,0.6,68.6,4.4,10,11.5,0.65,0.255905512
5,d,Cereals and potatoes,2020,18.3,6.67,65,3.33,3.33,13.3,6.48,2.55
2,a,unknown,318,2.2,0.24,11.7,2.52,1.47,1.5,0.36576,0.144
1,e,Sugary snacks,2400,40,15,45,42.5,5,10,0.191,0.075
,a,unknown,201,0.1,0.03,10.2,8.7,1.7,0.5,0.00762,0.003
0,c,Beverages,232,0.1,0.1,12.7,11.8,0.9,0.5,0.100076,0.0394
,e,Fat and sauces,2990,85.7,10.7,0,0,,0,1.36,0.536
3,d,Fat and sauces,1390,33.3,3.33,6.67,0,,0,1.86,0.733
,d,Fat and sauces,1390,33.3,3.33,6.67,0,,0,1.78,0.7
0,d,Sugary snacks,1382,0,0,81,49,,1,0,0
1,d,Sugary snacks,1382,0,0,81,49,,1,0,0
1,c,Composite foods,192,0.833,0.625,6.67,5,0.417,2.08,0.762,0.3
3,c,Beverages,0,3,0,19,17,1,1,0.381,0.15
2,d,Milk and dairy products,1490,28.6,17.9,0,0,0,28.6,2,0.786
0,a,unknown,253,2.3,1.5,6.9,1.9,2,2.1,0.1524,0.06
0,e,Fish Meat Eggs,1050,19.6,6.25,1.79,0,0,16.1,2.54,1
1,a,unknown,264,1.9,0.7,8.4,1.4,1.4,2.3,0.381,0.15
0,a,fruits-and-vegetables,60.9,0,0,1.82,0,1.82,1.82,0.533,0.21
2,a,unknown,276,2.1,0.6,9.1,2.9,1.3,2,0.3683,0.145
5,d,Fish Meat Eggs,670,10,4,4,0,0,12,2.08,0.82
1,a,unknown,273,2.3,0.5,7.8,1.2,1.6,2.6,0.28,0.11023622
0,a,Cereals and potatoes,1510,0,0,78.7,0,0,8.51,0,0
0,b,Milk and dairy products,227,2.08,1.25,5.42,5.42,0,4.17,0.138,0.0542
1,a,unknown,208,0.2,0.05,10.4,9,2.1,0.4,0.007,0.002755906
,a,unknown,301,2.3,0.6,9.4,3.8,1.9,2.4,0.30988,0.122
1,b,Milk and dairy products,377,1.5,1,16,13,0,3,0.1143,0.045
1,b,Milk and dairy products,377,1.5,1,15,12,0,3,0.1397,0.055
,c,Milk and dairy products,406,3.4,2,14.2,12.6,0,2.8,0.145034,0.0571
5,d,Beverages,760,19.2,16.6,2.3,2.1,0.5,0.6,0.180086,0.0709
,b,Milk and dairy products,348,2.5,1.67,13.3,11.7,0,3.33,0.148,0.0583
,b,Milk and dairy products,359,1.42,0.8,15.4,14.2,0,3.4,0.12319,0.0485
5,a,Milk and dairy products,146,0,0,5,4,0,4,0.127,0.05
0,a,fruits-and-vegetables,1016,2.2,0.3,17.6,5.5,16.5,29.6,0.100076,0.0394
1,a,unknown,307,2.7,0.8,9,2.5,1.4,2.5,0.29718,0.117
1,a,Cereals and potatoes,937,5.97,0,43.3,11.9,5.97,5.97,0.644,0.254
1,b,Fruits and vegetables,174,0.833,0.625,6.67,4.17,0.417,2.08,0.794,0.312
0,a,Fish Meat Eggs,586,10,3,0,0,0,12,0.356,0.14
0,a,Fruits and vegetables,188,0.3,0.1,8.6,7.6,2.5,0.6,0.1,0.039370079
1,a,unknown,276,2.1,0.8,8.2,1.7,1.3,2.8,0.29718,0.117
4,d,Sugary snacks,1690,9.62,5.77,73.1,34.6,1.92,5.77,0.635,0.25
1,a,unknown,300,2.7,0.8,8.1,1.3,1.1,3.1,0.37846,0.149
0,c,Cereals and potatoes,1530,3.33,1,86.7,30,6.67,6.67,0.762,0.3
2,d,Sugary snacks,2235,31.7,15.2,54,22.1,2.9,7,0.6858,0.27
1,a,unknown,279,1.7,0.2,9.7,1.1,0.9,2.4,0.29718,0.117
,c,Salty snacks,1790,7.14,0,71.4,0,7.14,7.14,1.45,0.571
2,d,Salty snacks,1970,20.6,8.82,70.6,17.6,5.88,5.88,1.57,0.618
,c,Salty snacks,1790,7.14,0,71.4,0,7.14,7.14,1.45,0.571
,a,unknown,298,2.7,0.4,7.4,0.8,1.9,3.4,0.3,0.118110236
2,b,fruits-and-vegetables,79,0.4,0,0.6,0,2.1,2.2,0.7,0.275590551
0,c,Beverages,201,0,0,11.2,10,,0.8,0.0152,0.006
0,a,unknown,230,0.3,0.04,11.4,9.2,2.4,0.5,0.008,0.003149606
0,a,unknown,301,2.7,0.2,8.8,2.3,1.4,2.4,0.2794,0.11
,b,Milk and dairy products,191,0,0,6.86,5.14,0,2.29,0.16,0.0629
3,e,Sugary snacks,2230,30,16.7,60,46.7,0,6.67,0.212,0.0833
2,a,unknown,336,3.1,0.7,9.7,2.2,1.9,2.4,0.29,0.114173228
3,a,unknown,288,2.2,0.2,9.2,2.8,1.7,2.1,0.18288,0.072
2,e,Sugary snacks,2200,25,15,67.5,57.5,5,5,0,0
0,a,Cereals and potatoes,418,8,1,3,1,1,3,0,0
1,e,Sugary snacks,2420,36.8,15.8,52.6,76.3,7.89,7.89,0.201,0.0789
,e,Fish Meat Eggs,1540,23.7,9.21,10.5,7.89,0,28.9,4.01,1.58
0,a,Milk and dairy products,260,1.78,1.11,6.67,4,0,4.89,0.141,0.0556
1,d,Sugary snacks,1993,19.9,8.6,55,0.9,9.6,10.9,1.67,0.657480315
5,a,unknown,504,5.2,2,9.3,1.5,3.1,7.6,0.9906,0.39
0,d,Salty snacks,2415,43.9,7.8,26.9,5.9,3.3,18.2,0.0254,0.01
,c,Milk and dairy products,514,9.2,5.9,5.6,5.3,0.5,4.6,0.15,0.059055118
2,b,Beverages,209,1.88,0.417,5.83,5.42,0,2.92,0.0635,0.025
4,b,Beverages,231,1.58,0.394,7.89,7.5,0.394,2.37,0.0952,0.0375
0,b,Cereals and potatoes,1460,0.9,0.2,78.7,0.1,1.3,4.7,0.254,0.1
0,a,Cereals and potatoes,368,1.6,0.2,14.4,0.4,2.8,4,0.234,0.092
0,b,Beverages,209,0,0,11.7,0.833,0,0.417,0,0
2,b,Sugary snacks,3.33,20,1.67,63.3,26.7,0,10,0.212,0.0833
0,a,Composite foods,273,1.63,0.204,9.8,2.04,3.27,2.86,0.705,0.278
3,b,Cereals and potatoes,432,4.3,2.2,10.2,3.3,2.2,4.8,0.6,0.236220472
4,b,Beverages,58.4,1.2,0,0.4,0,0.4,0.4,0.107,0.042
4,b,Beverages,268,2.4,0.4,8,7.6,0.4,2.8,0.142,0.056
4,b,Beverages,268,2.4,0.4,8,7.6,0.4,2.8,0.142,0.056
7,c,Sugary snacks,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
